case,cores,candidate,operation,makespan,added_copy_bytes,cache_hit_rate,accepted
case_055,4,private_cache_affinity,private_cache_affinity,29113,590532,0.4209755654277636,False
case_055,4,l2_scatter_0,l2_scatter,31144,645836,0.379540775982607,False
case_055,4,l2_scatter_1,l2_scatter,28803,621264,0.37317803771943037,True
case_055,4,fifo_reuse_reorder,reuse_window_reorder,29075,645836,0.379540775982607,False
case_055,4,adaptive_partition_l2,adaptive_partition,29775,669916,0.42079431739725826,False
case_055,5,baseline_a_problem2_plan,problem2_plan,25709,215040,0.11814466441148903,True
case_055,5,direct_affinity,direct_affinity,24866,189952,0.212798721010637,True
case_055,5,private_cache_affinity,private_cache_affinity,25757,173568,0.21716087380827265,False
case_055,5,l2_scatter_0,l2_scatter,34143,215040,0.196704776313974,False
case_055,5,l2_scatter_1,l2_scatter,31565,90624,0.0957789578900932,False
case_055,5,fifo_reuse_reorder,reuse_window_reorder,26350,215040,0.17356303792409472,False
case_055,5,adaptive_partition_l2,adaptive_partition,25975,867600,0.42348133992486564,False
case_056,1,baseline_a_problem2_plan,problem2_plan,277285,0,0.0,True
case_056,2,baseline_a_problem2_plan,problem2_plan,142482,424494,0.1057742485388255,True
case_056,2,direct_affinity,direct_affinity,145117,385062,0.08740761927608573,False
case_056,2,private_cache_affinity,private_cache_affinity,155981,429478,0.07991261000676965,False
case_056,2,l2_scatter_0,l2_scatter,160164,438830,0.11595484686901832,False
case_056,2,fifo_reuse_reorder,reuse_window_reorder,160347,424494,0.11356717923740607,False
case_056,2,adaptive_partition_l2,adaptive_partition,145695,487034,0.15902751676524698,False
case_056,3,baseline_a_problem2_plan,problem2_plan,94766,587880,0.3061546751793948,True
case_056,3,direct_affinity,direct_affinity,99115,710896,0.3340507898127286,False
case_056,3,private_cache_affinity,private_cache_affinity,100435,696816,0.34151138268199616,False
case_056,3,l2_scatter_0,l2_scatter,97157,587880,0.27472306349076425,False
case_056,3,l2_scatter_1,l2_scatter,98661,619112,0.3024448573009724,False
case_056,3,adaptive_partition_l2,adaptive_partition,99634,696304,0.3420529370590385,False
case_056,4,baseline_a_problem2_plan,problem2_plan,74535,1277590,0.3434331872934723,True
case_056,4,direct_affinity,direct_affinity,75266,1273502,0.34931206414660143,False
case_056,4,private_cache_affinity,private_cache_affinity,74989,1301658,0.3639212624071422,False
case_056,4,l2_scatter_0,l2_scatter,96935,1277470,0.35253171116558757,False
case_056,4,l2_scatter_1,l2_scatter,97156,1281182,0.34992032740885265,False
case_056,4,fifo_reuse_reorder,reuse_window_reorder,92480,1277590,0.34892928830472947,False
case_056,4,adaptive_partition_l2,adaptive_partition,75445,1301658,0.3650236555188555,False
case_056,5,baseline_a_problem2_plan,problem2_plan,61947,1148046,0.48651438495140037,True
case_056,5,direct_affinity,direct_affinity,65819,1174602,0.5014668449419478,False
case_056,5,private_cache_affinity,private_cache_affinity,66953,1208576,0.467939896082011,False
case_056,5,l2_scatter_0,l2_scatter,86615,1114822,0.42877526591508014,False
case_056,5,l2_scatter_1,l2_scatter,85971,1137158,0.42444230640144986,False
case_056,5,fifo_reuse_reorder,reuse_window_reorder,84197,1148046,0.4604624272334996,False
case_056,5,adaptive_partition_l2,adaptive_partition,69490,1754182,0.4087015755052522,False
case_057,1,baseline_a_problem2_plan,problem2_plan,59726,94216,0.21868152274837513,True
case_057,2,baseline_a_problem2_plan,problem2_plan,31206,14112,0.03941830624465355,True
case_057,2,direct_affinity,direct_affinity,31327,14120,0.040239062001003696,False
case_057,2,l2_scatter_0,l2_scatter,30016,14112,0.040239520958083835,True
case_057,2,l2_scatter_1,l2_scatter,34335,26408,0.07272887556750562,False
case_057,2,fifo_reuse_reorder,reuse_window_reorder,31096,14112,0.040239520958083835,False
case_057,2,adaptive_partition_l2,adaptive_partition,31688,194420,0.36600460293126114,False
case_057,3,baseline_a_problem2_plan,problem2_plan,21429,251588,0.42485768694876047,True
case_057,3,direct_affinity,direct_affinity,21599,267980,0.4404763088384918,False
case_057,3,private_cache_affinity,private_cache_affinity,21599,284368,0.45527054496176556,False
case_057,3,l2_scatter_0,l2_scatter,20714,237764,0.41098834389860134,True
case_057,3,l2_scatter_1,l2_scatter,20798,247492,0.42081682361618555,False
case_057,3,fifo_reuse_reorder,reuse_window_reorder,21429,251588,0.42485768694876047,False
case_057,3,adaptive_partition_l2,adaptive_partition,22226,259788,0.42503552937935296,False
case_057,4,baseline_a_problem2_plan,problem2_plan,16406,241120,0.39843918004925255,True
case_057,4,direct_affinity,direct_affinity,16621,241120,0.39843918004925255,False
case_057,4,private_cache_affinity,private_cache_affinity,16464,220340,0.3925547723650076,False
case_057,4,l2_scatter_0,l2_scatter,15866,227296,0.4000383798036944,True
case_057,4,l2_scatter_1,l2_scatter,17768,228824,0.4016671155781744,False
case_057,4,fifo_reuse_reorder,reuse_window_reorder,16406,241120,0.4144219763449065,False
case_057,4,adaptive_partition_l2,adaptive_partition,17609,415020,0.5426223777156871,False
case_057,5,baseline_a_problem2_plan,problem2_plan,14028,14400,0.0016410817463844917,True
case_057,5,direct_affinity,direct_affinity,16538,28224,0.0015788954310713462,False
case_057,5,l2_scatter_0,l2_scatter,14028,14400,0.0016410817463844917,False
case_057,5,l2_scatter_1,l2_scatter,14028,14112,0.0008212147134302823,True
case_057,5,fifo_reuse_reorder,reuse_window_reorder,14028,14400,0.0016410817463844917,False
case_057,5,adaptive_partition_l2,adaptive_partition,14436,456068,0.5437530242420711,False
case_058,1,baseline_a_problem2_plan,problem2_plan,4539717,28696576,0.0,True
case_058,2,baseline_a_problem2_plan,problem2_plan,2195580,19181568,0.25571638346968745,True
case_058,3,baseline_a_problem2_plan,problem2_plan,1461951,16662528,0.0,True
case_058,4,baseline_a_problem2_plan,problem2_plan,1095352,31772672,0.5201363464209064,True
case_058,5,baseline_a_problem2_plan,problem2_plan,876945,20807680,0.2849099099099099,True
case_059,1,baseline_a_problem2_plan,problem2_plan,815938,1691648,0.6100443131462334,True
case_059,2,baseline_a_problem2_plan,problem2_plan,369318,360448,0.0,True
case_059,2,adaptive_partition_l2,adaptive_partition,369318,360448,0.0,False
case_059,3,baseline_a_problem2_plan,problem2_plan,246806,2531328,0.6051373954599761,True
case_059,3,private_cache_affinity,private_cache_affinity,247557,1785856,0.5228310502283106,False
case_059,3,l2_scatter_0,l2_scatter,247552,2514944,0.5766467065868264,False
case_059,3,l2_scatter_1,l2_scatter,247552,2531328,0.6039426523297491,False
case_059,3,fifo_reuse_reorder,reuse_window_reorder,246806,2531328,0.514336917562724,False
case_059,4,baseline_a_problem2_plan,problem2_plan,185216,1081344,0.0,True
case_059,4,adaptive_partition_l2,adaptive_partition,185216,1081344,0.0,False
case_059,5,baseline_a_problem2_plan,problem2_plan,149026,5160960,0.7053445850914205,True
case_059,5,private_cache_affinity,private_cache_affinity,151569,3289088,0.6129363449691991,False
case_059,5,l2_scatter_0,l2_scatter,149026,5152768,0.6794510907811401,True
case_059,5,l2_scatter_1,l2_scatter,149952,5081088,0.7068658840270367,False
case_059,5,fifo_reuse_reorder,reuse_window_reorder,149026,5160960,0.6863572433192686,False
case_060,1,baseline_a_problem2_plan,problem2_plan,887801,2068520,0.4231432279268349,True
case_060,2,baseline_a_problem2_plan,problem2_plan,430180,2281952,0.41318111884512215,True
case_060,2,direct_affinity,direct_affinity,433542,2003428,0.3260826559475024,False
case_060,2,private_cache_affinity,private_cache_affinity,435288,1937864,0.34861264748038684,False
case_060,2,l2_scatter_0,l2_scatter,435193,2220480,0.4483715273635469,False
case_060,2,l2_scatter_1,l2_scatter,437751,2220480,0.4501025628888974,False
case_060,2,fifo_reuse_reorder,reuse_window_reorder,435193,2232768,0.44573184876458216,False
case_060,2,adaptive_partition_l2,adaptive_partition,434142,1937868,0.3513319894129093,False
case_060,3,baseline_a_problem2_plan,problem2_plan,289089,3793744,0.5059101045755002,True
case_060,3,private_cache_affinity,private_cache_affinity,290853,3242812,0.49492707317346607,False
case_060,3,l2_scatter_0,l2_scatter,293481,3758916,0.5366406649971124,False
case_060,3,l2_scatter_1,l2_scatter,293481,3752772,0.5345034586327162,False
case_060,3,fifo_reuse_reorder,reuse_window_reorder,292627,3752772,0.530108811829614,False
case_060,3,adaptive_partition_l2,adaptive_partition,292734,3711808,0.5281011253378792,False
case_060,4,baseline_a_problem2_plan,problem2_plan,217330,4131824,0.47948737747289366,True
case_060,4,private_cache_affinity,private_cache_affinity,221238,3869500,0.5129238183741285,False
case_060,4,l2_scatter_0,l2_scatter,219908,4082672,0.5226758529968833,False
case_060,4,l2_scatter_1,l2_scatter,219901,4008944,0.5091672056295363,False
case_060,4,fifo_reuse_reorder,reuse_window_reorder,220748,4107248,0.5250424413574705,False
case_060,4,adaptive_partition_l2,adaptive_partition,221987,3996296,0.5212283183257281,False
case_060,5,baseline_a_problem2_plan,problem2_plan,174614,5717140,0.5864340904237383,True
case_060,5,private_cache_affinity,private_cache_affinity,178741,5614748,0.5896284691619157,False
case_060,5,l2_scatter_0,l2_scatter,179678,5729424,0.6057238265551556,False
case_060,5,l2_scatter_1,l2_scatter,179716,5710992,0.6052078314099087,False
case_060,5,fifo_reuse_reorder,reuse_window_reorder,179773,5692560,0.6129341935036482,False
case_060,5,adaptive_partition_l2,adaptive_partition,179416,5794984,0.6117552621713532,False
case_061,1,baseline_a_problem2_plan,problem2_plan,77191,0,0.0,True
case_061,2,baseline_a_problem2_plan,problem2_plan,37922,74752,0.05772584233629312,True
case_061,2,private_cache_affinity,private_cache_affinity,37922,74752,0.05772584233629312,False
case_061,2,l2_scatter_0,l2_scatter,37922,74752,0.05772584233629312,False
case_061,2,adaptive_partition_l2,adaptive_partition,38698,183552,0.05291750626251738,False
case_061,3,baseline_a_problem2_plan,problem2_plan,25831,169984,0.0842059097637191,True
case_061,3,direct_affinity,direct_affinity,26146,168192,0.08506850233828632,False
case_061,3,private_cache_affinity,private_cache_affinity,26146,168192,0.08506850233828632,False
case_061,3,l2_scatter_0,l2_scatter,27093,175872,0.08331274219696376,False
case_061,3,l2_scatter_1,l2_scatter,27485,175872,0.08157706006786035,False
case_061,3,fifo_reuse_reorder,reuse_window_reorder,25831,169984,0.0842059097637191,False
case_061,3,adaptive_partition_l2,adaptive_partition,25919,188928,0.08374499552823812,False
case_061,4,baseline_a_problem2_plan,problem2_plan,20877,163328,0.12885906040268458,True
case_061,4,private_cache_affinity,private_cache_affinity,22492,145920,0.09738319477252508,False
case_061,4,l2_scatter_0,l2_scatter,23554,182016,0.12164809778635553,False
case_061,4,l2_scatter_1,l2_scatter,22530,182016,0.12164809778635553,False
case_061,5,baseline_a_problem2_plan,problem2_plan,17680,237056,0.12680974614509358,True
case_061,5,private_cache_affinity,private_cache_affinity,17680,237056,0.108873431273086,False
case_061,5,l2_scatter_0,l2_scatter,20164,252544,0.13168362041932344,False
case_061,5,l2_scatter_1,l2_scatter,20163,262144,0.12996758412110615,False
case_062,1,baseline_a_problem2_plan,problem2_plan,2854809,0,0.0,True
case_062,2,baseline_a_problem2_plan,problem2_plan,1433656,104448,0.0,True
case_062,3,baseline_a_problem2_plan,problem2_plan,955835,4521984,0.0,True
case_062,4,baseline_a_problem2_plan,problem2_plan,716538,5062656,0.0,True
case_062,5,baseline_a_problem2_plan,problem2_plan,575377,4580352,0.0,True
case_063,1,baseline_a_problem2_plan,problem2_plan,1070397,0,0.0,True
case_063,2,baseline_a_problem2_plan,problem2_plan,536776,1167360,0.0,True
case_063,2,direct_affinity,direct_affinity,536776,1241088,0.0,False
case_063,2,private_cache_affinity,private_cache_affinity,536776,1241088,0.0,False
case_063,2,l2_scatter_0,l2_scatter,536776,1167360,0.0,False
case_063,3,baseline_a_problem2_plan,problem2_plan,358955,1711104,0.0,True
case_063,3,direct_affinity,direct_affinity,358967,1489920,0.0,False
case_063,3,private_cache_affinity,private_cache_affinity,358967,1489920,0.0,False
case_063,3,l2_scatter_0,l2_scatter,358955,1711104,0.0,False
case_063,4,baseline_a_problem2_plan,problem2_plan,270126,1628160,0.0,True
case_063,4,private_cache_affinity,private_cache_affinity,270126,1628160,0.0,False
case_063,5,baseline_a_problem2_plan,problem2_plan,217873,1665024,0.0,True
case_063,5,private_cache_affinity,private_cache_affinity,217873,1665024,0.0,False
case_064,1,baseline_a_problem2_plan,problem2_plan,19116,0,0.0,True
case_064,2,baseline_a_problem2_plan,problem2_plan,11243,40806,0.19769087283720332,True
case_064,2,direct_affinity,direct_affinity,11791,48198,0.1746046173423014,False
case_064,2,private_cache_affinity,private_cache_affinity,12435,48198,0.19011694843361812,False
case_064,2,l2_scatter_0,l2_scatter,12326,40806,0.13182607577024508,False
case_064,2,l2_scatter_1,l2_scatter,13157,47270,0.2019959958745374,False
case_064,2,adaptive_partition_l2,adaptive_partition,12192,59430,0.14228184191523635,False
case_064,3,baseline_a_problem2_plan,problem2_plan,9669,78572,0.26709854822547946,True
case_064,3,direct_affinity,direct_affinity,10319,83596,0.30295129133044124,False
case_064,3,private_cache_affinity,private_cache_affinity,9971,83596,0.30295129133044124,False
case_064,3,l2_scatter_0,l2_scatter,12651,77996,0.28639042052204366,False
case_064,3,l2_scatter_1,l2_scatter,11674,75436,0.2828415940649633,False
case_064,3,fifo_reuse_reorder,reuse_window_reorder,12962,78572,0.31482301400508006,False
case_064,4,baseline_a_problem2_plan,problem2_plan,7121,95826,0.23693891047367116,True
case_064,4,direct_affinity,direct_affinity,7982,98992,0.22769900063614537,False
case_064,4,l2_scatter_0,l2_scatter,8553,93842,0.3472280378527762,False
case_064,4,l2_scatter_1,l2_scatter,11068,93074,0.3710685049547609,False
case_064,4,fifo_reuse_reorder,reuse_window_reorder,8047,95826,0.3533314044804497,False
case_064,4,adaptive_partition_l2,adaptive_partition,8765,117042,0.2609663896998278,False
case_064,5,baseline_a_problem2_plan,problem2_plan,7132,95922,0.24237918215613383,True
case_064,5,direct_affinity,direct_affinity,7155,99860,0.22966761323009663,False
case_064,5,l2_scatter_0,l2_scatter,9293,96566,0.28490676233782486,False
case_064,5,l2_scatter_1,l2_scatter,10799,89174,0.2191619892964365,False
case_064,5,fifo_reuse_reorder,reuse_window_reorder,7780,95922,0.31904171829822386,False
case_064,5,adaptive_partition_l2,adaptive_partition,8407,118166,0.3775207041259702,False
case_065,1,baseline_a_problem2_plan,problem2_plan,53068,0,0.0,True
case_065,2,baseline_a_problem2_plan,problem2_plan,22364,69288,0.12847851464784035,True
case_065,2,direct_affinity,direct_affinity,23645,69288,0.11567068764244816,False
case_065,2,private_cache_affinity,private_cache_affinity,23645,69288,0.11567068764244816,False
case_065,2,l2_scatter_0,l2_scatter,22364,69288,0.12847851464784035,False
case_065,2,l2_scatter_1,l2_scatter,22956,64168,0.14006257167351394,False
case_065,2,fifo_reuse_reorder,reuse_window_reorder,22364,69288,0.12847851464784035,False
case_065,2,adaptive_partition_l2,adaptive_partition,23078,139952,0.1315170875776023,False
case_065,3,baseline_a_problem2_plan,problem2_plan,16678,115016,0.1948554722967782,True
case_065,3,private_cache_affinity,private_cache_affinity,16704,115016,0.1948554722967782,False
case_065,3,l2_scatter_0,l2_scatter,16056,115016,0.1948554722967782,True
case_065,3,l2_scatter_1,l2_scatter,16956,93504,0.17143065480530845,False
case_065,3,fifo_reuse_reorder,reuse_window_reorder,16678,115016,0.1948554722967782,False
case_065,3,adaptive_partition_l2,adaptive_partition,18290,210264,0.21911758236924295,False
case_065,4,baseline_a_problem2_plan,problem2_plan,13650,174040,0.16800688461787594,True
case_065,4,direct_affinity,direct_affinity,14138,198632,0.21277787992610298,False
case_065,4,l2_scatter_0,l2_scatter,13691,174040,0.16800688461787594,False
case_065,4,l2_scatter_1,l2_scatter,14540,165840,0.16280254296440227,False
case_065,4,fifo_reuse_reorder,reuse_window_reorder,13978,174040,0.16800688461787594,False
case_065,4,adaptive_partition_l2,adaptive_partition,14146,219120,0.2062479298502519,False
case_065,5,baseline_a_problem2_plan,problem2_plan,11459,55872,0.06641319264775361,True
case_065,5,direct_affinity,direct_affinity,11459,55872,0.06641319264775361,False
case_065,5,adaptive_partition_l2,adaptive_partition,11672,293392,0.23625300821868048,False
case_066,1,baseline_a_problem2_plan,problem2_plan,359070,0,0.0,True
case_066,2,baseline_a_problem2_plan,problem2_plan,179561,1349172,0.18627756565105588,True
case_066,2,direct_affinity,direct_affinity,180190,1330420,0.18506412833343097,False
case_066,2,private_cache_affinity,private_cache_affinity,184646,1216052,0.2133384359194481,False
case_066,2,l2_scatter_0,l2_scatter,194310,1348916,0.2599744232748199,False
case_066,2,l2_scatter_1,l2_scatter,201524,1385780,0.26894940574300386,False
case_066,2,fifo_reuse_reorder,reuse_window_reorder,193011,1349172,0.2783718658027082,False
case_066,2,adaptive_partition_l2,adaptive_partition,180949,1212980,0.21350803571613416,False
case_066,3,baseline_a_problem2_plan,problem2_plan,124067,2007220,0.3035273948661239,True
case_066,3,direct_affinity,direct_affinity,125996,2086330,0.34959499059389226,False
case_066,3,private_cache_affinity,private_cache_affinity,126678,2045592,0.3357399337159279,False
case_066,3,l2_scatter_0,l2_scatter,136533,1995444,0.2913431241055786,False
case_066,3,l2_scatter_1,l2_scatter,139740,1964724,0.31065704760092144,False
case_066,3,fifo_reuse_reorder,reuse_window_reorder,131769,2007220,0.30418199902127147,False
case_066,3,adaptive_partition_l2,adaptive_partition,126809,2154040,0.2576850517753425,False
case_066,4,baseline_a_problem2_plan,problem2_plan,98034,2404816,0.2900126957257723,True
case_066,4,direct_affinity,direct_affinity,98361,2404816,0.28967414303851036,False
case_066,4,private_cache_affinity,private_cache_affinity,99109,2358768,0.2544110939332311,False
case_066,4,l2_scatter_0,l2_scatter,108233,2380368,0.3510403414885452,False
case_066,4,l2_scatter_1,l2_scatter,117038,2380624,0.35460501259244875,False
case_066,4,fifo_reuse_reorder,reuse_window_reorder,99612,2404816,0.34959202916304727,False
case_066,4,adaptive_partition_l2,adaptive_partition,99484,2403200,0.3822509926283023,False
case_066,5,baseline_a_problem2_plan,problem2_plan,83516,2643850,0.31645854012090424,True
case_066,5,direct_affinity,direct_affinity,84418,2540920,0.275750310716406,False
case_066,5,private_cache_affinity,private_cache_affinity,85068,2541368,0.3041544847345944,False
case_066,5,l2_scatter_0,l2_scatter,109909,2693514,0.29972231996429927,False
case_066,5,l2_scatter_1,l2_scatter,109967,2667274,0.32769510134838487,False
case_066,5,fifo_reuse_reorder,reuse_window_reorder,102490,2643850,0.25082025253414036,False
case_066,5,adaptive_partition_l2,adaptive_partition,87677,2631914,0.2451164260288205,False
case_067,1,baseline_a_problem2_plan,problem2_plan,63834834,264449408,0.0,True
case_067,2,baseline_a_problem2_plan,problem2_plan,32073211,249803136,0.23574475298461814,True
case_067,2,private_cache_affinity,private_cache_affinity,33640445,250635136,0.21680299803515957,False
case_067,2,l2_scatter_0,l2_scatter,33475785,250991488,0.2147689887215638,False
case_067,2,adaptive_partition_l2,adaptive_partition,33701783,201936256,0.42306857680198273,False
case_067,3,baseline_a_problem2_plan,problem2_plan,21635717,198630144,0.38990776799053845,True
case_067,3,direct_affinity,direct_affinity,21637751,198341376,0.39047130862754703,False
case_067,3,private_cache_affinity,private_cache_affinity,25536250,198242048,0.2971261228355416,False
case_067,3,l2_scatter_0,l2_scatter,24116977,202443008,0.3468553166166967,False
case_067,3,l2_scatter_1,l2_scatter,24116977,202443008,0.3468553166166967,False
case_067,3,adaptive_partition_l2,adaptive_partition,24615870,213203968,0.5497735100272033,False
case_067,4,baseline_a_problem2_plan,problem2_plan,15424725,208759936,0.9302795401721213,True
case_067,4,direct_affinity,direct_affinity,15400935,207017088,0.9226518082231189,True
case_067,4,private_cache_affinity,private_cache_affinity,17484241,209707136,0.8997335889551459,False
case_067,4,l2_scatter_0,l2_scatter,17943508,212943488,0.8695001846608396,False
case_067,4,l2_scatter_1,l2_scatter,17943508,212943488,0.8695001846608396,False
case_067,4,adaptive_partition_l2,adaptive_partition,18280747,213065984,0.8723251924171093,False
case_067,5,baseline_a_problem2_plan,problem2_plan,12386590,209565184,0.9155842085022965,True
case_067,5,direct_affinity,direct_affinity,12335508,208819712,0.9223248969650498,True
case_067,5,private_cache_affinity,private_cache_affinity,15496040,210731520,0.8857076727087022,False
case_067,5,l2_scatter_0,l2_scatter,14930753,212985344,0.8640770309906313,False
case_067,5,l2_scatter_1,l2_scatter,14930753,212985344,0.8640770309906313,False
case_067,5,fifo_reuse_reorder,reuse_window_reorder,14930753,212987392,0.8640727795610077,False
case_067,5,adaptive_partition_l2,adaptive_partition,14930605,214137088,0.8813806416401255,False
case_068,1,baseline_a_problem2_plan,problem2_plan,362095,0,0.0,True
case_068,2,baseline_a_problem2_plan,problem2_plan,184997,1653422,0.20273960452185733,True
case_068,2,private_cache_affinity,private_cache_affinity,188330,1622318,0.2111638377866659,False
case_068,2,l2_scatter_0,l2_scatter,184997,1653422,0.20120879854653162,False
case_068,2,l2_scatter_1,l2_scatter,185114,1610414,0.2022926463176479,False
case_068,2,adaptive_partition_l2,adaptive_partition,186010,1638702,0.18774722287344683,False
case_068,3,baseline_a_problem2_plan,problem2_plan,129465,2305940,0.13265825276368687,True
case_068,3,direct_affinity,direct_affinity,136309,2257498,0.33409080749869335,False
case_068,3,private_cache_affinity,private_cache_affinity,136633,2261594,0.31231830895895757,False
case_068,3,l2_scatter_0,l2_scatter,154929,2344980,0.28631806569941415,False
case_068,3,l2_scatter_1,l2_scatter,155580,2377748,0.22253110872809723,False
case_068,3,fifo_reuse_reorder,reuse_window_reorder,154928,2305940,0.3115821318311257,False
case_068,3,adaptive_partition_l2,adaptive_partition,132394,2420988,0.26093276268983084,False
case_068,4,baseline_a_problem2_plan,problem2_plan,100735,2762406,0.057100739568214584,True
case_068,4,private_cache_affinity,private_cache_affinity,101242,2777126,0.056659382997607935,False
case_068,4,l2_scatter_0,l2_scatter,107449,2805542,0.0846645620888794,False
case_068,4,l2_scatter_1,l2_scatter,117591,2849190,0.12784008245624467,False
case_068,4,fifo_reuse_reorder,reuse_window_reorder,100735,2762406,0.057100739568214584,False
case_068,4,adaptive_partition_l2,adaptive_partition,105051,2924528,0.13351860759548434,False
case_068,5,baseline_a_problem2_plan,problem2_plan,94416,2564776,0.02522134224528987,True
case_068,5,direct_affinity,direct_affinity,104702,2620564,0.03788705559346331,False
case_068,5,private_cache_affinity,private_cache_affinity,107545,2773590,0.1349673924573175,False
case_068,5,l2_scatter_0,l2_scatter,106597,2593708,0.06140720202712057,False
case_068,5,l2_scatter_1,l2_scatter,112203,2668332,0.11603134518589797,False
case_068,5,fifo_reuse_reorder,reuse_window_reorder,103576,2564776,0.07114366985014858,False
case_068,5,adaptive_partition_l2,adaptive_partition,104962,3109054,0.13988049291077956,False
case_069,1,baseline_a_problem2_plan,problem2_plan,25144,0,0.0,True
case_069,2,baseline_a_problem2_plan,problem2_plan,13246,161990,0.13788357979314472,True
case_069,2,private_cache_affinity,private_cache_affinity,13516,161990,0.1969655526113343,False
case_069,2,l2_scatter_0,l2_scatter,13629,157382,0.0904295206040842,False
case_069,3,baseline_a_problem2_plan,problem2_plan,10109,292394,0.32627456849246733,True
case_069,3,private_cache_affinity,private_cache_affinity,10495,264554,0.28970430107526884,False
case_069,3,l2_scatter_0,l2_scatter,10495,273770,0.28496929267259635,False
case_069,4,baseline_a_problem2_plan,problem2_plan,9082,403598,0.4059923536391202,True
case_069,4,direct_affinity,direct_affinity,9962,374478,0.2605674798676168,False
case_069,4,private_cache_affinity,private_cache_affinity,9709,374478,0.2593027153871941,False
case_069,4,l2_scatter_0,l2_scatter,9634,354830,0.3744898299618554,False
case_069,4,fifo_reuse_reorder,reuse_window_reorder,9655,403598,0.4176748572645499,False
case_069,4,adaptive_partition_l2,adaptive_partition,9870,374478,0.2388342083418678,False
case_069,5,baseline_a_problem2_plan,problem2_plan,8582,360498,0.3582784901734627,True
case_069,5,direct_affinity,direct_affinity,8665,360754,0.3348178961408903,False
case_069,5,l2_scatter_0,l2_scatter,9115,360498,0.2825610059479386,False
case_069,5,l2_scatter_1,l2_scatter,8725,353778,0.4335027973164334,False
case_069,5,adaptive_partition_l2,adaptive_partition,9108,376402,0.41048413300119135,False
case_070,1,baseline_a_problem2_plan,problem2_plan,117300,0,0.0,True
case_070,2,baseline_a_problem2_plan,problem2_plan,55586,180752,0.2129933138864664,True
case_070,2,direct_affinity,direct_affinity,56204,180752,0.2129933138864664,False
case_070,2,private_cache_affinity,private_cache_affinity,56204,180752,0.2129933138864664,False
case_070,2,l2_scatter_0,l2_scatter,56290,180752,0.17193436181196683,False
case_070,2,l2_scatter_1,l2_scatter,55962,174608,0.211015748799747,False
case_070,2,adaptive_partition_l2,adaptive_partition,58959,231968,0.29141277417997113,False
case_070,3,baseline_a_problem2_plan,problem2_plan,34853,418836,0.29487803005093816,True
case_070,3,direct_affinity,direct_affinity,36303,560152,0.3010521606995035,False
case_070,3,private_cache_affinity,private_cache_affinity,36858,517156,0.3766386989118428,False
case_070,3,l2_scatter_0,l2_scatter,34691,435220,0.29623790393895755,True
case_070,3,l2_scatter_1,l2_scatter,35219,443412,0.2638259794187584,False
case_070,3,fifo_reuse_reorder,reuse_window_reorder,34853,418836,0.29487803005093816,False
case_070,3,adaptive_partition_l2,adaptive_partition,36858,551972,0.3748376288068299,False
case_070,4,baseline_a_problem2_plan,problem2_plan,28654,563472,0.3443258823503703,True
case_070,4,direct_affinity,direct_affinity,28693,563472,0.3443258823503703,False
case_070,4,private_cache_affinity,private_cache_affinity,28693,563472,0.35943034835111765,False
case_070,4,l2_scatter_0,l2_scatter,29906,567568,0.3400975046139395,False
case_070,4,l2_scatter_1,l2_scatter,29358,579856,0.3378092770522286,False
case_070,4,fifo_reuse_reorder,reuse_window_reorder,28693,563472,0.35943034835111765,False
case_070,5,baseline_a_problem2_plan,problem2_plan,24408,743956,0.2920058946240263,True
case_070,5,direct_affinity,direct_affinity,25141,760344,0.29936072747810494,False
case_070,5,private_cache_affinity,private_cache_affinity,25102,741912,0.3385193204498623,False
case_070,5,l2_scatter_0,l2_scatter,25436,705044,0.32826608393957235,False
case_070,5,l2_scatter_1,l2_scatter,24908,719380,0.32763777336139954,False
case_070,5,fifo_reuse_reorder,reuse_window_reorder,24356,743956,0.3091538917915447,True
case_070,5,adaptive_partition_l2,adaptive_partition,25332,749080,0.2747120816312552,False
case_071,1,baseline_a_problem2_plan,problem2_plan,18919,0,0.0,True
case_071,2,baseline_a_problem2_plan,problem2_plan,10395,119846,0.22544824978607392,True
case_071,2,direct_affinity,direct_affinity,10664,149542,0.21945217599675582,False
case_071,2,l2_scatter_0,l2_scatter,10850,138470,0.0511516004488484,False
case_071,2,l2_scatter_1,l2_scatter,11111,129254,0.24000538430475166,False
case_071,2,fifo_reuse_reorder,reuse_window_reorder,10559,119846,0.042048914449463695,False
case_071,3,baseline_a_problem2_plan,problem2_plan,8020,243978,0.18269494971698633,True
case_071,3,l2_scatter_1,l2_scatter,9195,220170,0.29774617971561745,False
case_071,4,baseline_a_problem2_plan,problem2_plan,7702,263694,0.35666343143821855,True
case_071,4,l2_scatter_0,l2_scatter,7702,263694,0.35666343143821855,False
case_071,4,l2_scatter_1,l2_scatter,8329,253038,0.18247822565749278,False
case_071,4,adaptive_partition_l2,adaptive_partition,7424,240366,0.361831274247348,True
case_071,5,baseline_a_problem2_plan,problem2_plan,7027,297042,0.24957562595172122,True
case_071,5,direct_affinity,direct_affinity,6965,284178,0.3909386106210529,True
case_071,5,l2_scatter_0,l2_scatter,7930,313554,0.2414109137747393,False
case_071,5,l2_scatter_1,l2_scatter,8114,300592,0.2923059359282538,False
case_071,5,fifo_reuse_reorder,reuse_window_reorder,6841,297042,0.2714496118225617,True
case_072,1,baseline_a_problem2_plan,problem2_plan,23890756,108613680,0.026210198484652728,True
